timestamp,x_local,y_local,z_local,roll_feedback,pitch_feedback,yaw_feedback,servo1_raw,servo2_raw,servo3_raw,servo4_raw
1.267232894897461,-0.001216888427734375,-0.00058746337890625,-0.0002684593200683594,-1.4597355429755487,-1.7788653530521106,93.02061951397046,1105,1074,1206,1147
1.4986207485198975,-4.837482452392578,-3.4281978607177734,-0.06249642372131348,-1.5614483722178514,-1.7887118177926244,92.51085517545573,1132,1093,1267,1179
1.716282606124878,-4.837608337402344,-3.428386688232422,-0.06362175941467285,-1.5578746891780537,-1.7816053261263436,92.51576608146897,1000,1000,1000,1000
1.9402472972869873,-4.838315963745117,-3.428701400756836,-0.06712627410888672,-1.5599193703391205,-1.789857155139071,92.51056147732142,1000,1000,1000,1000
2.166193723678589,-4.8389129638671875,-3.4284839630126953,-0.06967949867248535,-1.5356602459545279,-1.7954782941042857,92.52151027056094,1000,1000,1000,1000
2.3987913131713867,-4.839258193969727,-3.428295135498047,-0.07063913345336914,-1.5515733060601882,-1.7666806157379251,92.52155125169597,1000,1000,1000,1000
2.6262521743774414,-4.839458465576172,-3.428224563598633,-0.0702981948852539,-1.5536332484251816,-1.7469574840141613,92.52271238385487,1000,1000,1000,1000
2.8524088859558105,-4.8396148681640625,-3.4283103942871094,-0.07017803192138672,-1.549677288235275,-1.7578230343231822,92.52207717626206,1000,1000,1000,1000
3.070178270339966,-4.839719772338867,-3.4283924102783203,-0.07050561904907227,-1.5486476372178954,-1.7470506520633085,92.52218645928878,1000,1000,1000,1000
3.300204038619995,-4.839820861816406,-3.42864990234375,-0.07188987731933594,-1.557476617215489,-1.7417455160689126,92.53056027121121,1000,1000,1000,1000
3.526331663131714,-4.83991813659668,-3.429006576538086,-0.07269859313964844,-1.5655935499921088,-1.740803910458803,92.53586732819632,1000,1000,1000,1000
3.7482998371124268,-4.839927673339844,-3.429239273071289,-0.0734553337097168,-1.5653544933711583,-1.741408382200349,92.54954819710385,1000,1000,1000,1000
3.9755592346191406,-4.839908599853516,-3.4298171997070312,-0.07600593566894531,-1.5641920805517866,-1.7262460025731554,92.56262117917525,1000,1000,1000,1000
4.198608636856079,-4.839733123779297,-3.430265426635742,-0.07754254341125488,-1.5639938983441506,-1.726978753805051,92.57525702913978,1000,1000,1000,1000
4.425338506698608,-4.839494705200195,-3.4307994842529297,-0.07926225662231445,-1.5688002170857238,-1.7349703952990831,92.58868518104802,1000,1000,1000,1000
4.651137828826904,-4.83751106262207,-3.4323158264160156,-0.08540058135986328,-1.5980134697743973,-1.7346185338351217,92.62181159852258,1000,1000,1000,1000
4.874797582626343,-4.837085723876953,-3.432462692260742,-0.08585119247436523,-1.591695758235547,-1.7389069321385378,92.62095099468716,1000,1000,1000,1000
5.100432634353638,-4.836809158325195,-3.432424545288086,-0.08628416061401367,-1.5910890453381796,-1.7458327439569306,92.61772714539892,1000,1000,1000,1000
5.327227830886841,-4.836442947387695,-3.432462692260742,-0.08669781684875488,-1.6161768637681653,-1.731467788915336,92.61838967374841,1000,1000,1000,1000
5.5537428855896,-4.835170745849609,-3.431781768798828,-0.0868222713470459,-1.62222681054721,-1.771710836618228,92.62241265516954,1000,1000,1000,1000
5.779227018356323,-4.835000991821289,-3.4313125610351562,-0.08823037147521973,-1.5943626269413198,-1.8010939902625056,92.62492616478411,1000,1000,1000,1000
6.0055224895477295,-4.835245132446289,-3.4303970336914062,-0.08802151679992676,-1.5865254117555532,-1.8131704050453228,92.62304786276235,1000,1000,1000,1000
6.2381651401519775,-4.8357391357421875,-3.429168701171875,-0.08818554878234863,-1.5910366449806408,-1.8150275761693315,92.6227405042497,1000,1000,1000,1000
6.466812372207642,-4.837944030761719,-3.426116943359375,-0.08835601806640625,-1.56040410032678,-1.797202916869714,92.6239494477328,1000,1000,1000,1000
6.692283630371094,-4.838560104370117,-3.425661087036133,-0.08803391456604004,-1.5539607773402249,-1.8040710989669848,92.61910684361126,1000,1000,1000,1000
6.916675329208374,-4.839174270629883,-3.4254894256591797,-0.08871126174926758,-1.5446570991953155,-1.8113774803881943,92.61669578683424,1000,1000,1000,1000
7.143988370895386,-4.8396453857421875,-3.425365447998047,-0.09000921249389648,-1.5433269198544555,-1.8285054603924706,92.61528876786522,1000,1000,1000,1000
7.368845462799072,-4.840366363525391,-3.4250030517578125,-0.0937349796295166,-1.5576288023679334,-1.831753642229635,92.62068461730954,1000,1000,1000,1000
7.594369888305664,-4.840259552001953,-3.4248600006103516,-0.0953972339630127,-1.5613817778734438,-1.8243249577335998,92.62203016457602,1000,1000,1000,1000
7.821025848388672,-4.840066909790039,-3.4247798919677734,-0.09656834602355957,-1.5600493573767624,-1.8080755108113165,92.61908635304374,1000,1000,1000,1000
8.048729419708252,-4.8397979736328125,-3.424833297729492,-0.09743857383728027,-1.5725287533206105,-1.7918170992657472,92.6187106926394,1000,1000,1000,1000
8.277431011199951,-4.83900260925293,-3.4265918731689453,-0.10032272338867188,-1.579011883503422,-1.7727728243124592,92.62162718341499,1000,1000,1000,1000
